Season,DayNum,teamA,teamB,scoreA,scoreB,margin,result,NumOT,seed_dif,avg_margin_dif,avg_eff_A,avg_opp_eff_A,avg_eff_B,avg_opp_eff_B,avg_thr_per_A,ft_per_A,avg_fg_per_A,avg_fg_a_per_A,avg_thr_a_per_A,avg_to_per_A,avg_blk_per_A,avg_opp_fg_a_per_A,avg_thr_per_B,ft_per_B,avg_fg_per_B,avg_fg_a_per_B,avg_thr_a_per_B,avg_to_per_B,avg_blk_per_B,avg_opp_fg_a_per_B,thr_a_per_dif,tempo_pred,pred_fg_per_dif,pred_or_per_dif
1998,145,3323,3345,65,70,-5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
1998,145,3353,3397,60,92,-32,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,
1998,147,3116,3181,77,72,5,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
1998,147,3256,3345,72,65,7,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1998,147,3163,3301,52,60,-8,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1998,147,3314,3397,70,76,-6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1998,151,3256,3301,84,65,19,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1998,151,3116,3397,58,86,-28,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
1998,153,3256,3397,75,93,-18,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3104,3212,80,68,12,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3112,3196,87,84,3,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3155,3197,76,45,31,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3161,3169,71,59,12,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3163,3384,97,46,51,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3228,3257,69,67,2,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3235,3365,74,61,13,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3256,3416,90,48,42,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3263,3390,60,58,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3283,3364,72,70,2,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3314,3318,64,55,9,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3330,3399,74,48,26,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3153,3332,56,65,-9,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3336,3438,82,69,13,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3171,3353,70,84,-14,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
1999,137,3198,3462,71,85,-14,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3120,3400,69,61,8,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3130,3326,72,59,13,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3181,3221,79,51,28,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3208,3251,73,52,21,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3242,3266,64,58,6,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3246,3304,98,92,6,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3191,3261,69,78,-9,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3280,3301,57,76,-19,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3323,3388,61,57,4,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3331,3345,48,68,-20,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3374,3405,91,76,15,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3386,3408,83,72,11,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3111,3397,54,113,-59,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3372,3403,54,80,-26,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3417,3453,76,69,7,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
1999,138,3389,3439,48,73,-25,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3155,3228,63,51,12,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3161,3283,86,70,16,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3163,3462,86,84,2,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3235,3332,85,70,15,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3256,3336,79,62,17,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3104,3314,56,70,-14,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3263,3330,62,72,-10,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
1999,139,3112,3353,47,90,-43,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3181,3386,66,60,6,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3208,3374,68,55,13,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3261,3323,74,64,10,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3242,3345,41,55,-14,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3130,3397,62,89,-27,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3301,3403,78,85,-7,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3246,3417,63,87,-24,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,140,3120,3439,61,76,-15,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3181,3330,76,63,13,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3155,3208,54,67,-13,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3163,3235,58,64,-6,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3256,3261,73,52,21,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3314,3345,59,82,-23,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3353,3403,53,42,11,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3397,3439,68,52,16,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1999,145,3161,3417,68,77,-9,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,147,3181,3397,69,63,6,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
1999,147,3208,3235,89,71,18,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1999,147,3256,3417,88,62,26,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1999,147,3345,3353,75,62,13,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1999,151,3181,3208,81,69,12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1999,151,3256,3345,63,77,-14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1999,153,3181,3345,45,62,-17,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3120,3283,78,74,4,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3130,3304,93,76,17,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3155,3179,64,50,14,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3163,3214,116,45,71,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3203,3417,79,72,7,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3228,3428,73,58,15,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3235,3384,92,63,29,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3251,3261,54,77,-23,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3280,3389,94,60,34,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3323,3360,87,61,26,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3336,3464,83,63,20,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3221,3353,70,91,-21,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3372,3462,73,72,1,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3386,3400,69,48,21,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3332,3412,79,80,-1,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2000,137,3337,3438,62,74,-12,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3112,3245,73,61,12,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3144,3181,42,71,-29,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3208,3285,74,46,28,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3108,3256,53,95,-42,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3263,3314,57,62,-5,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3140,3328,81,86,-5,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3330,3453,94,85,9,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3171,3345,66,70,-4,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3349,3364,67,64,3,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3301,3374,63,64,-1,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3276,3390,74,81,-7,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3202,3397,38,90,-52,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3399,3403,54,83,-29,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3408,3436,65,60,5,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3242,3435,69,71,-2,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,138,3266,3443,65,68,-3,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3155,3163,45,83,-38,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3228,3235,68,79,-11,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3261,3372,57,45,12,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3203,3323,60,95,-35,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3120,3336,69,75,-6,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3353,3386,59,39,20,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3280,3412,72,78,-6,0,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,139,3130,3438,70,74,-4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3181,3443,90,70,20,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3208,3390,83,64,19,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3256,3435,66,65,1,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3314,3349,83,50,33,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3328,3345,76,74,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3330,3374,96,76,20,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3112,3397,60,75,-15,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000,140,3403,3408,76,59,17,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3163,3328,102,80,22,1,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3208,3314,83,57,26,1,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3256,3330,86,74,12,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3181,3261,66,79,-13,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3235,3336,65,66,-1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3353,3412,60,45,15,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3397,3438,77,56,21,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2000,145,3323,3403,65,69,-4,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,147,3163,3261,86,71,15,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2000,147,3256,3336,65,86,-21,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,147,3208,3353,51,59,-8,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,147,3397,3403,57,44,13,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2000,151,3163,3336,89,67,22,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,151,3353,3397,54,64,-10,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2000,153,3163,3397,71,52,19,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3151,3155,49,51,-2,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3196,3221,84,52,32,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3199,3408,72,70,2,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3208,3251,77,48,29,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3224,3235,61,100,-39,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3113,3261,66,83,-17,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3281,3458,71,68,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3174,3301,57,76,-19,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3345,3364,75,62,13,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3388,3400,68,64,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3122,3397,38,80,-42,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3335,3403,57,100,-43,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3179,3437,58,66,-8,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3176,3439,57,77,-20,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3330,3449,65,67,-2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,137,3257,3462,52,80,-28,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3116,3124,68,59,9,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3160,3373,98,78,20,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3161,3268,83,69,14,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3163,3254,101,29,72,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3181,3454,96,63,33,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3234,3332,89,82,7,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3209,3256,48,84,-36,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3276,3438,81,71,10,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3283,3405,89,71,18,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3108,3323,49,98,-49,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3328,3331,70,64,6,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3353,3372,80,43,37,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3203,3390,51,76,-25,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3336,3395,75,77,-2,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3193,3428,57,79,-22,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2001,138,3226,3435,57,83,-26,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3199,3235,70,85,-15,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3208,3281,65,78,-13,0,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3301,3437,68,64,4,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3261,3345,70,73,-3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3388,3397,75,92,-17,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3403,3439,73,52,21,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3196,3449,75,86,-11,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,139,3155,3462,62,77,-15,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3161,3163,44,89,-45,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3116,3181,54,75,-21,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3256,3395,80,59,21,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3283,3353,60,53,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3276,3323,54,88,-34,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3328,3390,67,50,17,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3234,3428,69,78,-9,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,140,3160,3435,59,65,-6,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3163,3301,72,58,14,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3256,3281,78,67,11,1,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3181,3283,71,81,-10,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3323,3428,69,54,15,1,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3345,3403,74,72,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3235,3435,65,84,-19,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3328,3449,67,84,-17,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,
2001,145,3397,3462,65,80,-15,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2001,147,3163,3256,67,48,19,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2001,147,3283,3449,104,87,17,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,147,3323,3435,72,64,8,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2001,147,3345,3462,88,78,10,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
2001,151,3163,3323,75,90,-15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2001,151,3283,3345,64,81,-17,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
2001,153,3323,3345,68,66,2,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3116,3155,78,68,10,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3124,3137,80,56,24,1,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3160,3380,88,61,27,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3179,3393,87,69,18,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3181,3313,95,48,47,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3166,3198,58,73,-15,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3243,3245,93,65,28,1,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3261,3365,84,78,6,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3130,3280,59,65,-6,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3307,3323,44,58,-14,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3151,3336,67,82,-15,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3256,3364,56,57,-1,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3231,3395,45,55,-10,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3209,3397,68,98,-30,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3400,3453,60,55,5,1,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,
2002,137,3372,3403,63,84,-21,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,
2002,138,3113,3458,73,70,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
2002,138,3140,3196,90,52,38,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
2002,138,3153,3389,76,63,13,1,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
2002,138,3163,3384,86,37,49,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,
2002,138,3234,3438,69,62,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
